ID,name,href,docket,term,first_party,second_party,majority_vote,minority_vote,decision_type,disposition,issue_area
50961,Paris Adult Theatre I v. Slaton,https://api.oyez.org/cases/1972/71-1051,71-1051,1972,Paris Adult Theatre I,Slaton,5,4,majority opinion,vacated/remanded,First Amendment
50979,McClanahan v. Arizona State Tax Commission,https://api.oyez.org/cases/1972/71-834,71-834,1972,Rosalind McClanahan,Arizona State Tax Commission,9,0,majority opinion,reversed,Civil Rights
50985,McDonnell Douglas Corporation v. Green,https://api.oyez.org/cases/1972/72-490,72-490,1972,McDonnell Douglas Corporation,Percy Green,9,0,majority opinion,vacated/remanded,Civil Rights
50984,San Antonio Independent School District v. Rodriguez,https://api.oyez.org/cases/1972/71-1332,71-1332,1972,San Antonio Independent School District,Rodriguez,5,4,majority opinion,reversed,Civil Rights
50993,United States v. Giordano,https://api.oyez.org/cases/1973/72-1057,72-1057,1973,United States,Dominic Nicholas Giordano et al. ,5,4,majority opinion,affirmed,Criminal Procedure
50995,United States v. Nixon,https://api.oyez.org/cases/1973/73-1766,73-1766,1973,United States,"Richard M. Nixon, et al.",8,0,majority opinion,affirmed,Criminal Procedure
51007,Milliken v. Bradley,https://api.oyez.org/cases/1973/73-434,73-434,1973,Milliken,Bradley,5,4,majority opinion,reversed/remanded,Civil Rights
51017,United States v. Matlock,https://api.oyez.org/cases/1973/72-1355,72-1355,1973,United States,William Earl Matlock,6,3,majority opinion,reversed/remanded,Criminal Procedure
51026,Communist Party of Indiana v. Whitcomb,https://api.oyez.org/cases/1973/72-1040,72-1040,1973,"Communist Party of Indiana, et al.","Edgar D. Whitcomb, etc., at al.",9,0,majority opinion,reversed,First Amendment
51029,Wolff v. McDonnell,https://api.oyez.org/cases/1973/73-679,73-679,1973,Wolff,McDonnell,6,3,majority opinion,reversed in-part/remanded,Due Process
51031,Geduldig v. Aiello,https://api.oyez.org/cases/1973/73-640,73-640,1973,"Geduldig, Director, Department of Human Resources Development",Carolyn Aiello et al.,6,3,majority opinion,reversed,Civil Rights
51033,United States v. Calandra,https://api.oyez.org/cases/1973/72-734,72-734,1973,United States,John P. Calandra,6,3,majority opinion,reversed,Criminal Procedure
51035,United States v. Richardson,https://api.oyez.org/cases/1973/72-885,72-885,1973,United States,Richardson,5,4,majority opinion,reversed,Judicial Power
51039,Jenkins v. Georgia,https://api.oyez.org/cases/1973/73-557,73-557,1973,Jenkins,Georgia,9,0,majority opinion,reversed,First Amendment
51062,Cleveland Board of Education v. LaFleur,https://api.oyez.org/cases/1973/72-777,72-777,1973,"Cleveland Board of Education, Chesterfield County School Board, Dr. Robert F. Kelly","Jo Carol LaFleur, Ann Elizabeth Nelson, Susan Cohen",7,2,majority opinion,affirmed,Civil Rights
51071,Kahn v. Shevin,https://api.oyez.org/cases/1973/73-78,73-78,1973,"Mel Kahn, etc.","Robert L. Shevin, et al.",6,3,majority opinion,affirmed,Civil Rights
51075,Steffel v. Thompson,https://api.oyez.org/cases/1973/72-5581,72-5581,1973,Richard Guy Steffel,"John R. Thompson, et al.",9,0,majority opinion,reversed/remanded,Judicial Power
51081,Mitchell v. W. T. Grant Company,https://api.oyez.org/cases/1973/72-6160,72-6160,1973,Mitchell,W. T. Grant Company,5,4,majority opinion,affirmed,Civil Rights
51084,Morton v. Mancari,https://api.oyez.org/cases/1973/73-362,73-362,1973,"Rogers C. B. Morton, Secretary of the Interior et al.",C. R. Mancari et al.,9,0,majority opinion,reversed/remanded,Civil Rights
51096,American Pipe & Construction Company v. Utah,https://api.oyez.org/cases/1973/72-1195,72-1195,1973,"American Pipe and Construction Company, et al","State of Utah, et al",9,0,majority opinion,affirmed,Judicial Power
51107,Davis v. United States,https://api.oyez.org/cases/1973/72-1454,72-1454,1973,Joseph Anthony Davis,United States,7,2,majority opinion,reversed/remanded,Criminal Procedure
51114,Miami Herald Publishing Company v. Tornillo,https://api.oyez.org/cases/1973/73-797,73-797,1973,Miami Herald Publishing Company,Pat Tornillo,9,0,majority opinion,reversed,First Amendment
51113,Spence v. Washington,https://api.oyez.org/cases/1973/72-1690,72-1690,1973,Harold Omond Spence ,Washington,6,3,per curiam,reversed,First Amendment
51121,Gertz v. Robert Welch Inc.,https://api.oyez.org/cases/1973/72-617,72-617,1973,Gertz,Robert Welch Inc.,7,2,majority opinion,reversed/remanded,First Amendment
51130,Village of Belle Terre v. Boraas,https://api.oyez.org/cases/1973/73-191,73-191,1973,"Village of Belle Terre, et al.","Bruce Boraas, et al.",7,2,majority opinion,reversed,Economic Activity
51132,United States v. Robinson,https://api.oyez.org/cases/1973/72-936,72-936,1973,United States,Robinson,6,3,majority opinion,reversed,Criminal Procedure
51142,Gerstein v. Pugh,https://api.oyez.org/cases/1973/73-477,73-477,1973,"Richard E. Gerstein, State Attorney for the Eleventh Judicial Circuit of Florida ","Robert Pugh, Nathaniel Henderson, Thomas Turner, Gary Faulk on their own behalf and on behalf of other similarly situated",9,0,majority opinion,reversed in-part/remanded,Criminal Procedure
51145,Lehman v. City of Shaker Heights,https://api.oyez.org/cases/1973/73-328,73-328,1973,Harry Lehman,City of Shaker Heights,5,4,plurality opinion,affirmed,First Amendment
51143,Procunier v. Martinez,https://api.oyez.org/cases/1973/72-1465,72-1465,1973,"Raymond K. Procunier, Director, California Department of Corrections, et al.","Robert Martinez, et al.",9,0,majority opinion,affirmed,First Amendment
51150,Lau v. Nichols,https://api.oyez.org/cases/1973/72-6520,72-6520,1973,"Kinney Kinmon Lau, et al.","Alan H. Nichols, et al.",9,0,majority opinion,reversed/remanded,Civil Rights
51151,Arnett v. Kennedy,https://api.oyez.org/cases/1973/72-1118,72-1118,1973,Arnett,Kennedy,5,4,plurality opinion,reversed/remanded,Due Process
51152,"Old Dominion Branch No. 496, National Association of Letter Carriers, AFL-CIO v. Austin",https://api.oyez.org/cases/1973/72-1180,72-1180,1973,"Old Dominion Branch No. 496, National Association of Letter Carriers, AFL-CIO","Henry M. Austin, et al.",6,3,majority opinion,reversed,First Amendment
51161,DeFunis v. Odegaard,https://api.oyez.org/cases/1973/73-235,73-235,1973,DeFunis,Odegaard,5,4,per curiam,vacated/remanded,Civil Rights
51163,Lascaris v. Shirley,https://api.oyez.org/cases/1974/73-1016,73-1016,1974,"John Lascaris, Commissioner, Dept. of Social Services of Onondaga County","Sylvia Shirley, Elizabeth Anderson, Jane Doe",6,3,per curiam,affirmed,Civil Rights
51167,Cox Broadcasting Corporation v. Cohn,https://api.oyez.org/cases/1974/73-938,73-938,1974,Cox Broadcasting Corporation,Cohn,8,1,majority opinion,reversed,First Amendment
51171,Colonial Pipeline Company v. Traigle,https://api.oyez.org/cases/1974/73-1595,73-1595,1974,Colonial Pipeline Company,"Joseph N. Triagle, Collector of Revenue of Louisiana",7,1,majority opinion,affirmed,Economic Activity
51170,Bigelow v. Virginia,https://api.oyez.org/cases/1974/73-1309,73-1309,1974,Bigelow,Virginia,7,2,majority opinion,reversed,First Amendment
51172,National League of Cities v. Usery,https://api.oyez.org/cases/1974/74-878,74-878,1974,National League of Cities,Usery,5,4,majority opinion,reversed/remanded,Unions
51173,Murphy v. Florida,https://api.oyez.org/cases/1974/74-5116,74-5116,1974,Jack Roland Murphy,Florida,8,1,majority opinion,affirmed,Criminal Procedure
51175,Faretta v. California,https://api.oyez.org/cases/1974/73-5772,73-5772,1974,Anthony Pasquall Faretta ,California,6,3,majority opinion,vacated/remanded,Criminal Procedure
51192,Breed v. Jones,https://api.oyez.org/cases/1974/73-1995,73-1995,1974,"Allen F. Breed, Director of California Your Authority ",Gary Steven Jones,9,0,majority opinion,affirmed,Civil Rights
51196,Maness v. Meyers,https://api.oyez.org/cases/1974/73-689,73-689,1974,Michael Anthony Maness ,The Honorable James R. Meyers,9,0,majority opinion,reversed,Criminal Procedure
51202,Vella v. Ford Motor Company,https://api.oyez.org/cases/1974/73-1994,73-1994,1974,Julian Vell,Ford Motor Company,9,0,majority opinion,reversed/remanded,Economic Activity
51203,United States v. Brignoni-Ponce,https://api.oyez.org/cases/1974/74-114,74-114,1974,United States,Felix Humberto Brignoni-Ponce,9,0,majority opinion,affirmed,Criminal Procedure
51210,Saxbe v. Bustos,https://api.oyez.org/cases/1974/73-300,73-300,1974,"William B. Saxbe, United Farm Workers Organizing Committee","Robert Bustos, et al.",5,4,majority opinion,reversed,Civil Rights
51212,"Bowman Transportation, Inc. v. Arkansas-Best Freight System, Inc.",https://api.oyez.org/cases/1974/73-1055,73-1055,1974,"Bowman Transportation, Inc., et al.","Arkansas-Best Freight System, Inc. et al.",9,0,majority opinion,reversed/remanded,Economic Activity
51219,United States v. Tax Commission of Mississippi,https://api.oyez.org/cases/1974/74-548,74-548,1974,United States,"Mississippi Tax Commission, et al.",7,2,majority opinion,reversed,Federalism
51225,Harris County Commissioners Court v. Moore,https://api.oyez.org/cases/1974/73-1475,73-1475,1974,"Harris County Commissioners Court, et al.","Richard E. Moore, et al.",8,1,majority opinion,reversed/remanded,Judicial Power
51229,"American Radio Assn., AFL-CIO v. Mobile Steamship Assn., Inc.",https://api.oyez.org/cases/1974/73-748,73-748,1974,"American Radio Assn., AFL-CIO, et al.","Mobile Steamship Association, Robert Malone",5,4,majority opinion,affirmed,Federalism
51234,Ellis v. Dyson,https://api.oyez.org/cases/1974/73-130,73-130,1974,Tom E. Ellis and Robert D. Love ,"Frank M. Dyson, Alex Bickley, Scott McDonald, Hugh Jones, Wes Wise",6,3,majority opinion,reversed/remanded,Judicial Power
51240,Goss v. Lopez,https://api.oyez.org/cases/1974/73-898,73-898,1974,Goss,Lopez,5,4,majority opinion,affirmed,Due Process
51239,Taylor v. Louisiana,https://api.oyez.org/cases/1974/73-5744,73-5744,1974,Billy J. Taylor,State of Louisiana,8,1,majority opinion,reversed/remanded,Civil Rights
51247,"Connell Constr. Company, Inc. v. Plumbers & Steamfitters Local Union of the Plumbing & Pipefitting Industry of the United States and Canada, AFL-CIO",https://api.oyez.org/cases/1974/73-1256,73-1256,1974,"Connell Construction Company, Inc.","Plumbers & Steamfitters Local Union No. 100, United Association of Journeymen & Apprentices of the plumbing & Pipefitting Industry of the United States and Canada",5,4,majority opinion,reversed in-part/remanded,Unions
51244,Eastland v. United States Servicemen's Fund,https://api.oyez.org/cases/1974/73-1923,73-1923,1974,Eastland,United States Servicemen's Fund,8,1,majority opinion,reversed/remanded,First Amendment
51257,Erznoznik v. City of Jacksonville,https://api.oyez.org/cases/1974/73-1942,73-1942,1974,Richard Erznoznik,City of Jacksonville,6,3,majority opinion,reversed,First Amendment
51258,Jackson v. Metropolitan Edison Company,https://api.oyez.org/cases/1974/73-5845,73-5845,1974,Catherine Jackson,Metropolitan Edison Company,6,3,majority opinion,affirmed,Due Process
51259,Wood v. Strickland,https://api.oyez.org/cases/1974/73-1285,73-1285,1974,"John P. Wood, et al.","Peggy Strickland, et al.",5,4,majority opinion,vacated/remanded,Civil Rights
51266,Weinberger v. Wiesenfeld,https://api.oyez.org/cases/1974/73-1892,73-1892,1974,"Caspar Weinberger, Secretary of Health, Education, and Welfare","Stephen Charles Wiesenfeld, etc.",8,0,majority opinion,affirmed,Civil Rights
51269,"Gordon v. New York Stock Exchange, Inc.",https://api.oyez.org/cases/1974/74-304,74-304,1974,"Richard A. Gordon, members of the Independent Investor Protection League","New York Stock Exchange, Inc., et al.",9,0,majority opinion,affirmed,Economic Activity
51270,Albemarle Paper Company v. Moody,https://api.oyez.org/cases/1974/74-389,74-389,1974,"Albemarle Paper Company, et al.","Joseph P. Moody, et al.",7,1,majority opinion,vacated/remanded,Civil Rights
51279,Brown v. Illinois,https://api.oyez.org/cases/1974/73-6650,73-6650,1974,Richard Brown,Illinois,9,0,majority opinion,reversed/remanded,Criminal Procedure
51278,United States v. Feola,https://api.oyez.org/cases/1974/73-1123,73-1123,1974,United States,Ralph Feola,7,2,majority opinion,reversed,Criminal Procedure
51286,Schick v. Reed,https://api.oyez.org/cases/1974/73-5677,73-5677,1974,Schick,Reed,6,3,majority opinion,affirmed,Civil Rights
51292,Cantrell v. Forest City Publishing Company,https://api.oyez.org/cases/1974/73-5520,73-5520,1974,"Margaret Mae Cantrell, et al.","Forest City Publishing Company, et al.",8,1,majority opinion,reversed/remanded,First Amendment
51296,"ICC v. Oregon Pacific Industries, Inc.",https://api.oyez.org/cases/1974/73-1210,73-1210,1974,Interstate Commerce Commission ,"Oregon Pacific Industries, Inc., et al.",9,0,majority opinion,reversed,Economic Activity
51300,Burns v. Alcala,https://api.oyez.org/cases/1974/73-1708,73-1708,1974,"Kevin J. Burns, Commissioner, Dept of Social Services of Iowa, et al.","Linda Alcala, Jane Doe, Joan Roe, et al.",7,1,majority opinion,reversed/remanded,Civil Rights
51299,International Ladies' Garment Workers' Union v. Quality Manufacturing Company,https://api.oyez.org/cases/1974/73-765,73-765,1974,International Ladies' Garment Workers' Union,"Quality Manufacturing Company, National Labor Relations Board",6,3,majority opinion,reversed/remanded,Unions
51303,O'Connor v. Donaldson,https://api.oyez.org/cases/1974/74-8,74-8,1974,"J.B. O'Connor, M.D.",Kenneth Donaldson,9,0,majority opinion,vacated/remanded,Due Process
51310,"Alfred Dunhill Of London, Inc. v. Cuba",https://api.oyez.org/cases/1974/73-1288,73-1288,1974,"Alfred Dunhill Of London, Inc.","Republic of Cuba, et. al",5,4,majority opinion,reversed,Judicial Power
51308,Gurley v. Rhoden,https://api.oyez.org/cases/1974/73-1734,73-1734,1974,W. M. Gurley dba Gurley Oil Co. ,"Arny Rhoden, Chairman, Tax Commission of Mississippi",8,0,majority opinion,affirmed,Economic Activity
51318,"United States v. Reliable Transfer Company, Inc.",https://api.oyez.org/cases/1974/74-363,74-363,1974,United States,"Reliable Transfer Company, Inc.",9,0,majority opinion,vacated/remanded,Economic Activity
51325,Foster v. Dravo Corporation,https://api.oyez.org/cases/1974/73-1773,73-1773,1974,Earl R. Foster ,Dravo Corporation,8,0,majority opinion,affirmed,Civil Rights
51327,"Southeastern Promotions, Ltd. v. Conrad",https://api.oyez.org/cases/1974/73-1004,73-1004,1974,"Southeastern Promotions, Ltd.",Steve Conrad et al.,6,3,majority opinion,reversed,First Amendment
51332,United States v. Santana,https://api.oyez.org/cases/1975/75-19,75-19,1975,United States,Santana,7,2,majority opinion,reversed,Criminal Procedure
51336,Paul v. Davis,https://api.oyez.org/cases/1975/74-891,74-891,1975,Paul,Davis,5,3,majority opinion,reversed,Civil Rights
51333,Nebraska Press Association v. Stuart,https://api.oyez.org/cases/1975/75-817,75-817,1975,Nebraska Press Association et al.,"Hugh Stuart, Judge, District Court of Lincoln County, Nebraska et al.",9,0,majority opinion,reversed,First Amendment
51350,Roberts v. Louisiana,https://api.oyez.org/cases/1975/75-5844,75-5844,1975,Roberts,Louisiana,5,4,plurality opinion,reversed/remanded,Criminal Procedure
51349,Roemer v. Board of Public Works of Maryland,https://api.oyez.org/cases/1975/74-730,74-730,1975,"John C. Roemer, III, et al.",Board of Public Works of Maryland et al.,5,4,plurality opinion,affirmed,First Amendment
51351,Michelin Tire Corporation v. Wages,https://api.oyez.org/cases/1975/74-1396,74-1396,1975,Michelin Tire Corporation,Wages,8,0,majority opinion,affirmed,Economic Activity
51355,United States v. Watson,https://api.oyez.org/cases/1975/74-538,74-538,1975,United States,Henry Ogle Watson,6,2,majority opinion,reversed,Criminal Procedure
51363,United States v. Miller,https://api.oyez.org/cases/1975/74-1179,74-1179,1975,United States,Mitch Miller,7,2,majority opinion,reversed/remanded,Criminal Procedure
51365,"Time, Inc. v. Firestone",https://api.oyez.org/cases/1975/74-944,74-944,1975,"Time, Inc.",Mary Alice Firestone,6,2,majority opinion,vacated/remanded,First Amendment
51368,Mathews v. Eldridge,https://api.oyez.org/cases/1975/74-204,74-204,1975,Mathews,Eldridge,6,2,majority opinion,reversed,Civil Rights
51377,"Virginia State Board of Pharmacy v. Virginia Citizens Consumer Council, Inc.",https://api.oyez.org/cases/1975/74-895,74-895,1975,Virginia State Board of Pharmacy,"Virginia Citizens Consumer Council, Inc.",7,1,majority opinion,affirmed,First Amendment
51373,Buckley v. Valeo,https://api.oyez.org/cases/1975/75-436,75-436,1975,Buckley,Valeo,7,1,per curiam,reversed in-part,First Amendment
51383,Bellotti v. Baird,https://api.oyez.org/cases/1975/75-73,75-73,1975,"Frances Bellotti, Attorney General of Massachusetts et al.",William Baird et al.,9,0,majority opinion,vacated/remanded,Judicial Power
51384,"Transamerican Freight Lines, Inc. v. Brada Miller Freight Systems, Inc.",https://api.oyez.org/cases/1975/74-54,74-54,1975,"Transamerican Freight Lines, Inc.","Brada Miller Freight Systems, Inc.",9,0,majority opinion,reversed/remanded,Economic Activity
51395,Washington v. Davis,https://api.oyez.org/cases/1975/74-1492,74-1492,1975,Washington,Davis,7,2,majority opinion,reversed,Civil Rights
51397,Proffitt v. Florida,https://api.oyez.org/cases/1975/75-5706,75-5706,1975,Proffitt,Florida,7,2,plurality opinion,affirmed,Criminal Procedure
51400,Federal Power Commission v. Transcontinental Gas Pipe Line Corporation,https://api.oyez.org/cases/1975/75-584,75-584,1975,Federal Power Commission,Transcontinental Gas Pipe Line Corporation,7,0,per curiam,vacated/remanded,Judicial Power
51416,"Young v. American Mini Theatres, Inc.",https://api.oyez.org/cases/1975/75-312,75-312,1975,Coleman Young,"American Mini Theatres, Inc.",5,4,majority opinion,reversed,First Amendment
51412,Runyon v. McCrary,https://api.oyez.org/cases/1975/75-62,75-62,1975,Russell L. Runyon et al.,Michael McCrary et al.,7,2,majority opinion,affirmed,Civil Rights
51419,Hampton v. United States,https://api.oyez.org/cases/1975/74-5822,74-5822,1975,Charles Hampton,United States,5,3,plurality opinion,affirmed,Criminal Procedure
51426,South Dakota v. Opperman,https://api.oyez.org/cases/1975/75-76,75-76,1975,South Dakota,Opperman,5,4,majority opinion,reversed/remanded,Criminal Procedure
51429,United States v. Martinez-Fuerte,https://api.oyez.org/cases/1975/74-1560,74-1560,1975,United States,Martinez-Fuerte,7,2,majority opinion,reversed/remanded,Criminal Procedure
51445,Stone v. Powell,https://api.oyez.org/cases/1975/74-1055,74-1055,1975,Stone,Powell,6,3,majority opinion,reversed,Criminal Procedure
51448,Woodson v. North Carolina,https://api.oyez.org/cases/1975/75-5491,75-5491,1975,Woodson,North Carolina,5,4,plurality opinion,reversed/remanded,Criminal Procedure
